"velocidad" "parque"
"932" 3.8 "Parque2"
"933" 2.6 "Parque2"
"934" 1.81 "Parque2"
"935" 1.26 "Parque2"
"936" 1.61 "Parque2"
"937" 2.84 "Parque2"
"938" 3.26 "Parque2"
"939" 3.06 "Parque2"
"940" 2.59 "Parque2"
"941" 3.26 "Parque2"
"942" 3.26 "Parque2"
"943" 2.38 "Parque2"
"944" 3.59 "Parque2"
"945" 3.04 "Parque2"
"946" 1.83 "Parque2"
"947" 1.41 "Parque2"
"948" 1.97 "Parque2"
"949" 1.8 "Parque2"
"950" 1.69 "Parque2"
"951" 1.34 "Parque2"
"952" 1.05 "Parque2"
"953" 0.69 "Parque2"
"954" 1.77 "Parque2"
"955" 1.82 "Parque2"
"956" 1.84 "Parque2"
"957" 2.21 "Parque2"
"958" 1.82 "Parque2"
"959" 1.94 "Parque2"
"960" 1.96 "Parque2"
"961" 1.92 "Parque2"
"962" 1.86 "Parque2"
"963" 3.37 "Parque2"
"964" 3.42 "Parque2"
"965" 3.21 "Parque2"
"966" 2.68 "Parque2"
"967" 2.36 "Parque2"
"968" 1.66 "Parque2"
"969" 2.15 "Parque2"
"970" 3.23 "Parque2"
"971" 5.22 "Parque2"
"972" 5.79 "Parque2"
"973" 6.42 "Parque2"
"974" 6.24 "Parque2"
"975" 6.02 "Parque2"
"976" 6.22 "Parque2"
"977" 5.81 "Parque2"
"978" 5.46 "Parque2"
"979" 5.49 "Parque2"
"980" 5.23 "Parque2"
"981" 4.73 "Parque2"
"982" 4.79 "Parque2"
"983" 5.21 "Parque2"
"984" 5 "Parque2"
"985" 5.07 "Parque2"
"986" 4.68 "Parque2"
"987" 5.05 "Parque2"
"988" 4.24 "Parque2"
"989" 3.31 "Parque2"
"990" 3.07 "Parque2"
"991" 3 "Parque2"
"992" 2.28 "Parque2"
"993" 2.8 "Parque2"
"994" 3.3 "Parque2"
"995" 3.63 "Parque2"
"996" 4.01 "Parque2"
"997" 4.9 "Parque2"
"998" 4.78 "Parque2"
"999" 4.81 "Parque2"
"1000" 4.99 "Parque2"
"1001" 5.86 "Parque2"
"1002" 5.52 "Parque2"
"1003" 4.16 "Parque2"
"1004" 3.82 "Parque2"
"1005" 3.04 "Parque2"
"1006" 3.01 "Parque2"
"1007" 2.66 "Parque2"
"1008" 3.12 "Parque2"
"1009" 3.56 "Parque2"
"1010" 3.49 "Parque2"
"1011" 4.55 "Parque2"
"1012" 4.21 "Parque2"
"1013" 4.74 "Parque2"
"1014" 6.29 "Parque2"
"1015" 6.78 "Parque2"
"1016" 6.76 "Parque2"
"1017" 5.79 "Parque2"
"1018" 7.18 "Parque2"
"1019" 7.81 "Parque2"
"1020" 9.37 "Parque2"
"1021" 9.74 "Parque2"
"1022" 9.55 "Parque2"
"1023" 10.07 "Parque2"
"1024" 10.9 "Parque2"
"1025" 10.93 "Parque2"
"1026" 11.5 "Parque2"
"1027" 11.06 "Parque2"
"1028" 9.66 "Parque2"
"1029" 10.63 "Parque2"
"1030" 11.67 "Parque2"
"1031" 10.35 "Parque2"
"1032" 8.79 "Parque2"
"1033" 8.12 "Parque2"
"1034" 10.31 "Parque2"
"1035" 9.37 "Parque2"
"1036" 5.51 "Parque2"
"1037" 4 "Parque2"
"1038" 1.72 "Parque2"
"1039" 3.56 "Parque2"
"1040" 3.97 "Parque2"
"1041" 4.53 "Parque2"
"1042" 3.5 "Parque2"
"1043" 4.07 "Parque2"
"1044" 4.8 "Parque2"
"1045" 5.2 "Parque2"
"1046" 5.73 "Parque2"
"1047" 7.29 "Parque2"
"1048" 7.17 "Parque2"
"1049" 6.77 "Parque2"
"1050" 6.82 "Parque2"
"1051" 6.07 "Parque2"
"1052" 6.37 "Parque2"
"1053" 5.45 "Parque2"
"1054" 5.3 "Parque2"
"1055" 7.63 "Parque2"
"1056" 7.37 "Parque2"
"1057" 7.83 "Parque2"
"1058" 8.29 "Parque2"
"1059" 8.23 "Parque2"
"1060" 8.99 "Parque2"
"1061" 9.74 "Parque2"
"1062" 6.61 "Parque2"
"1063" 7.16 "Parque2"
"1064" 5.78 "Parque2"
"1065" 1.39 "Parque2"
"1066" 2.39 "Parque2"
"1067" 2.91 "Parque2"
"1068" 2.37 "Parque2"
"1069" 1.13 "Parque2"
"1070" 2.28 "Parque2"
"1071" 2.09 "Parque2"
"1072" 1.37 "Parque2"
"1073" 2.35 "Parque2"
"1074" 2.03 "Parque2"
"1075" 2.24 "Parque2"
"1076" 4.91 "Parque2"
"1077" 4.2 "Parque2"
"1078" 5.58 "Parque2"
"1079" 8.01 "Parque2"
"1080" 7.86 "Parque2"
"1081" 7.08 "Parque2"
"1082" 6.51 "Parque2"
"1083" 8.1 "Parque2"
"1084" 11.64 "Parque2"
"1085" 10.49 "Parque2"
"1086" 7.29 "Parque2"
"1087" 5.88 "Parque2"
"1088" 7.13 "Parque2"
"1089" 6.15 "Parque2"
"1090" 6.18 "Parque2"
"1091" 6.55 "Parque2"
"1092" 5.32 "Parque2"
"1093" 5.96 "Parque2"
"1094" 7.6 "Parque2"
"1095" 10.01 "Parque2"
"1096" 10.57 "Parque2"
"1097" 10.09 "Parque2"
"1098" 10.35 "Parque2"
"1099" 8.91 "Parque2"
"1100" 9.93 "Parque2"
"1101" 7.75 "Parque2"
"1102" 6.66 "Parque2"
"1103" 5.88 "Parque2"
"1104" 5.87 "Parque2"
"1105" 5.42 "Parque2"
"1106" 4.64 "Parque2"
"1107" 4.85 "Parque2"
"1108" 6.58 "Parque2"
"1109" 8.05 "Parque2"
"1110" 8.01 "Parque2"
"1111" 4.72 "Parque2"
"1112" 3.28 "Parque2"
"1113" 3 "Parque2"
"1114" 2.68 "Parque2"
"1115" 6.09 "Parque2"
"1116" 6.18 "Parque2"
"1117" 6.58 "Parque2"
"1118" 6.86 "Parque2"
"1119" 7.24 "Parque2"
"1120" 7.63 "Parque2"
"1121" 7.53 "Parque2"
"1122" 7.35 "Parque2"
"1123" 6.1 "Parque2"
"1124" 4.91 "Parque2"
"1125" 1.98 "Parque2"
"1126" 2.31 "Parque2"
"1127" 3.45 "Parque2"
"1128" 3.77 "Parque2"
"1129" 4.11 "Parque2"
"1130" 3.97 "Parque2"
"1131" 5.08 "Parque2"
"1132" 5.02 "Parque2"
"1133" 5.92 "Parque2"
"1134" 7.55 "Parque2"
"1135" 5.25 "Parque2"
"1136" 2.57 "Parque2"
"1137" 1.09 "Parque2"
"1138" 0.79 "Parque2"
"1139" 1.06 "Parque2"
"1140" 0.77 "Parque2"
"1141" 0.48 "Parque2"
"1142" 0.14 "Parque2"
"1143" 0.68 "Parque2"
"1144" 0.98 "Parque2"
"1145" 2.24 "Parque2"
"1146" 2.05 "Parque2"
"1147" 3.21 "Parque2"
"1148" 2.76 "Parque2"
"1149" 3.06 "Parque2"
"1150" 3.05 "Parque2"
"1151" 3.28 "Parque2"
"1152" 3.38 "Parque2"
"1153" 3.06 "Parque2"
"1154" 3.42 "Parque2"
"1155" 3.75 "Parque2"
"1156" 3.83 "Parque2"
"1157" 4.41 "Parque2"
"1158" 4.9 "Parque2"
"1159" 5.82 "Parque2"
"1160" 4.48 "Parque2"
"1161" 3.62 "Parque2"
"1162" 3.21 "Parque2"
"1163" 4.36 "Parque2"
"1164" 6.47 "Parque2"
"1165" 6.8 "Parque2"
"1166" 5.94 "Parque2"
"1167" 6.47 "Parque2"
"1168" 6.45 "Parque2"
"1169" 5.79 "Parque2"
"1170" 5.65 "Parque2"
"1171" 4.92 "Parque2"
"1172" 4.64 "Parque2"
"1173" 4.68 "Parque2"
"1174" 4.31 "Parque2"
"1175" 4.63 "Parque2"
"1176" 3.82 "Parque2"
"1177" 3.47 "Parque2"
"1178" 1.65 "Parque2"
"1179" 2.35 "Parque2"
"1180" 3.23 "Parque2"
"1181" 2.92 "Parque2"
"1182" 2.45 "Parque2"
"1183" 1.8 "Parque2"
"1184" 2.06 "Parque2"
"1185" 1.98 "Parque2"
"1186" 2.11 "Parque2"
"1187" 0.94 "Parque2"
"1188" 0.99 "Parque2"
"1189" 2.34 "Parque2"
"1190" 1.29 "Parque2"
"1191" 1.84 "Parque2"
"1192" 2.21 "Parque2"
"1193" 4.56 "Parque2"
"1194" 2.83 "Parque2"
"1195" 4.05 "Parque2"
"1196" 3.9 "Parque2"
"1197" 4.01 "Parque2"
"1198" 4.06 "Parque2"
"1199" 4.46 "Parque2"
"1200" 5.61 "Parque2"
"1201" 6.04 "Parque2"
"1202" 7.44 "Parque2"
"1203" 8.22 "Parque2"
"1204" 9.24 "Parque2"
"1205" 9.06 "Parque2"
"1206" 9.93 "Parque2"
"1207" 10.63 "Parque2"
"1208" 8.82 "Parque2"
"1209" 8.6 "Parque2"
"1210" 9.49 "Parque2"
"1211" 9.35 "Parque2"
"1212" 8.58 "Parque2"
"1213" 8.71 "Parque2"
"1214" 9.02 "Parque2"
"1215" 8.18 "Parque2"
"1216" 8.55 "Parque2"
"1217" 8.58 "Parque2"
"1218" 9.17 "Parque2"
"1219" 8.64 "Parque2"
"1220" 6.75 "Parque2"
"1221" 3.35 "Parque2"
"1222" 4.66 "Parque2"
"1223" 4.47 "Parque2"
"1224" 5.36 "Parque2"
"1225" 4.27 "Parque2"
"1226" 3.72 "Parque2"
"1227" 4.63 "Parque2"
"1228" 5.14 "Parque2"
"1229" 5.75 "Parque2"
"1230" 4.84 "Parque2"
"1231" 5.81 "Parque2"
"1232" 4.99 "Parque2"
"1233" 6.65 "Parque2"
"1234" 8.18 "Parque2"
"1235" 8.06 "Parque2"
"1236" 9.9 "Parque2"
"1237" 9.82 "Parque2"
"1238" 11.04 "Parque2"
"1239" 12.96 "Parque2"
"1240" 10.91 "Parque2"
"1241" 13.41 "Parque2"
"1242" 14.12 "Parque2"
"1243" 11.85 "Parque2"
"1244" 8.27 "Parque2"
"1245" 5.49 "Parque2"
"1246" 6.66 "Parque2"
"1247" 5.06 "Parque2"
"1248" 4.55 "Parque2"
"1249" 6.08 "Parque2"
"1250" 5.71 "Parque2"
"1251" 6.28 "Parque2"
"1252" 7.24 "Parque2"
"1253" 7.04 "Parque2"
"1254" 7.64 "Parque2"
"1255" 7.96 "Parque2"
"1256" 7.57 "Parque2"
"1257" 6.05 "Parque2"
"1258" 7.52 "Parque2"
"1259" 8.13 "Parque2"
"1260" 8.9 "Parque2"
"1261" 7.92 "Parque2"
"1262" 7.66 "Parque2"
"1263" 6.68 "Parque2"
"1264" 6.64 "Parque2"
"1265" 5.77 "Parque2"
"1266" 5.61 "Parque2"
"1267" 4.11 "Parque2"
"1268" 2 "Parque2"
"1269" 2.4 "Parque2"
"1270" 1.64 "Parque2"
"1271" 1.67 "Parque2"
"1272" 2.11 "Parque2"
"1273" 2.84 "Parque2"
"1274" 2.58 "Parque2"
"1275" 4.33 "Parque2"
"1276" 6.69 "Parque2"
"1277" 8.16 "Parque2"
"1278" 7.54 "Parque2"
"1279" 8.63 "Parque2"
"1280" 9.91 "Parque2"
"1281" 13.74 "Parque2"
"1282" 13.63 "Parque2"
"1283" 15.09 "Parque2"
"1284" 15.13 "Parque2"
"1285" 15.4 "Parque2"
"1286" 17.82 "Parque2"
"1287" 17.1 "Parque2"
"1288" 16.45 "Parque2"
"1289" 14.9 "Parque2"
"1290" 14.88 "Parque2"
"1291" 15.93 "Parque2"
"1292" 16 "Parque2"
"1293" 15.67 "Parque2"
"1294" 15.77 "Parque2"
"1295" 15.31 "Parque2"
"1296" 13.98 "Parque2"
"1297" 13.28 "Parque2"
"1298" 13.99 "Parque2"
"1299" 13.56 "Parque2"
"1300" 13.65 "Parque2"
"1301" 13.5 "Parque2"
"1302" 11.94 "Parque2"
"1303" 11.17 "Parque2"
"1304" 10.49 "Parque2"
"1305" 8.98 "Parque2"
"1306" 8.91 "Parque2"
"1307" 9.25 "Parque2"
"1308" 11.46 "Parque2"
"1309" 11.65 "Parque2"
"1310" 11.87 "Parque2"
"1311" 11.68 "Parque2"
"1312" 12.4 "Parque2"
"1313" 10.5 "Parque2"
"1314" 4.64 "Parque2"
"1315" 5.71 "Parque2"
"1316" 3.88 "Parque2"
"1317" 4.01 "Parque2"
"1318" 5.42 "Parque2"
"1319" 6.88 "Parque2"
"1320" 8.44 "Parque2"
"1321" 8.95 "Parque2"
"1322" 7.39 "Parque2"
"1323" 8.66 "Parque2"
"1324" 9.91 "Parque2"
"1325" 10.32 "Parque2"
"1326" 11.35 "Parque2"
"1327" 9.92 "Parque2"
"1328" 9.76 "Parque2"
"1329" 9.78 "Parque2"
"1330" 9.51 "Parque2"
"1331" 9.31 "Parque2"
"1332" 11.12 "Parque2"
"1333" 11.83 "Parque2"
"1334" 10.11 "Parque2"
"1335" 8.34 "Parque2"
"1336" 6.05 "Parque2"
"1337" 4.61 "Parque2"
"1338" 5.05 "Parque2"
"1339" 4.3 "Parque2"
"1340" 5.69 "Parque2"
"1341" 4.96 "Parque2"
"1342" 5.56 "Parque2"
"1343" 6.66 "Parque2"
"1344" 6.97 "Parque2"
"1345" 7.82 "Parque2"
"1346" 8.03 "Parque2"
"1347" 7.93 "Parque2"
"1348" 9.55 "Parque2"
"1349" 10.21 "Parque2"
"1350" 10.13 "Parque2"
"1351" 10.95 "Parque2"
"1352" 10.09 "Parque2"
"1353" 10.13 "Parque2"
"1354" 10.28 "Parque2"
"1355" 11.59 "Parque2"
"1356" 13.07 "Parque2"
"1357" 13.21 "Parque2"
"1358" 12.71 "Parque2"
"1359" 13.88 "Parque2"
"1360" 13.04 "Parque2"
"1361" 13.21 "Parque2"
"1362" 12.95 "Parque2"
"1363" 12.57 "Parque2"
"1364" 13.11 "Parque2"
"1365" 12.18 "Parque2"
"1366" 10.53 "Parque2"
"1367" 9.88 "Parque2"
"1368" 10.71 "Parque2"
"1369" 7.95 "Parque2"
"1370" 7.63 "Parque2"
"1371" 11.66 "Parque2"
"1372" 9.71 "Parque2"
"1373" 10.17 "Parque2"
"1374" 6.33 "Parque2"
"1375" 3.65 "Parque2"
"1376" 2.06 "Parque2"
"1377" 1.11 "Parque2"
"1378" 2.12 "Parque2"
"1379" 2.25 "Parque2"
"1380" 2.28 "Parque2"
"1381" 2.02 "Parque2"
"1382" 1.73 "Parque2"
"1383" 0.68 "Parque2"
"1384" 2.07 "Parque2"
"1385" 6.91 "Parque2"
"1386" 5.05 "Parque2"
"1387" 5.63 "Parque2"
"1388" 5.62 "Parque2"
"1389" 6.29 "Parque2"
"1390" 4.23 "Parque2"
"1391" 4.22 "Parque2"
"1392" 5.04 "Parque2"
"1393" 2.79 "Parque2"
"1394" 1.08 "Parque2"
"1395" 1.44 "Parque2"
"1396" 3.49 "Parque2"
"1397" 4.98 "Parque2"
"1398" 4.21 "Parque2"
"1399" 3.47 "Parque2"
"1400" 2.89 "Parque2"
"1401" 3.81 "Parque2"
"1402" 5.1 "Parque2"
"1403" 5.66 "Parque2"
"1404" 5.77 "Parque2"
"1405" 5.8 "Parque2"
"1406" 6.96 "Parque2"
"1407" 7.24 "Parque2"
"1408" 6.83 "Parque2"
"1409" 7.02 "Parque2"
"1410" 6.24 "Parque2"
"1411" 5.81 "Parque2"
"1412" 4.33 "Parque2"
"1413" 3.32 "Parque2"
"1414" 1.24 "Parque2"
"1415" 1.33 "Parque2"
"1416" 1.43 "Parque2"
"1417" 1.83 "Parque2"
"1418" 1.09 "Parque2"
"1419" 1.4 "Parque2"
"1420" 1.54 "Parque2"
"1421" 1.83 "Parque2"
"1422" 2.67 "Parque2"
"1423" 4.6 "Parque2"
"1424" 5.4 "Parque2"
"1425" 5.04 "Parque2"
"1426" 5.06 "Parque2"
"1427" 3.37 "Parque2"
"1428" 2.06 "Parque2"
"1429" 3.08 "Parque2"
"1430" 3.89 "Parque2"
"1431" 3.24 "Parque2"
"1432" 4.02 "Parque2"
"1433" 3.78 "Parque2"
"1434" 5.99 "Parque2"
"1435" 5.98 "Parque2"
"1436" 6.41 "Parque2"
"1437" 5.18 "Parque2"
"1438" 5.49 "Parque2"
"1439" 4.2 "Parque2"
"1440" 3.14 "Parque2"
"1441" 2.86 "Parque2"
"1442" 3.85 "Parque2"
"1443" 5.11 "Parque2"
"1444" 5.96 "Parque2"
"1445" 5.71 "Parque2"
"1446" 4.38 "Parque2"
"1447" 5.81 "Parque2"
"1448" 5.55 "Parque2"
"1449" 5.85 "Parque2"
"1450" 6.84 "Parque2"
"1451" 5.14 "Parque2"
"1452" 5.29 "Parque2"
"1453" 5.25 "Parque2"
"1454" 5.37 "Parque2"
"1455" 4.92 "Parque2"
"1456" 6.1 "Parque2"
"1457" 7.15 "Parque2"
"1458" 8.03 "Parque2"
"1459" 8.42 "Parque2"
"1460" 9.23 "Parque2"
